kritik dan saran,teks_bersih,klaster,top_keywords,sentimen,skor_sentimen,makna,skor_konstruktif
Seru mudah dipahami,seru mudah paham,8,"mudah, mudah paham, paham, materi, materi mudah, ajar, sangat, ajar mudah, mudah erti, erti",netral,0,bermakna,0
Saran sya agar pelatihan lebih di perbaiki lagi kedepannya dan pelatihan yang di lakukan lebih jauh lagi dan durasi waktunya di berikan lebih banyak waktu agar semua materi tdk ada yang tertuburuh di hari terakhir pelatihan,sya latih lebih baik depan latih laku lebih durasi lebih materi tidak tertuburuh latih,1,"materi, lebih, baik, lebih baik, ajar, depan, cepat, depan lebih, sampai, sampai materi",positif,2,bermakna,1
"Sangat ramah dan baik, penyampaian materinya mudah di pahami",sangat ramah baik sampai materi mudah paham,8,"mudah, mudah paham, paham, materi, materi mudah, ajar, sangat, ajar mudah, mudah erti, erti",netral,0,bermakna,0
Memperbanyak praktek nya saja,banyak praktek,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",netral,0,bermakna,0
Baiknya prakteknya di ruangan diperbanyak,baik praktek ruang banyak,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",negatif,-1,bermakna,0
"pengajar sangat informatif terhadap peserta, sampai paham materi dengan baik, sehingga peserta dapat menyelesaikan uji kompetensi dengan mudah",ajar sangat informatif serta paham materi baik serta selesai uji kompetensi mudah,2,"uji, kompetensi, uji kompetensi, baik, serta, assessor, sangat, uji sangat, sesuai, asesor",positif,4,bermakna,0
Saya sangat senang dengan pengajar karena saat menjelaskan setiap materi sangat mudah di pahami dan orang nya sangat baik dan ramah,sangat senang ajar materi sangat mudah paham orang sangat baik ramah,3,"sangat, sangat baik, baik, ajar, materi, ajar sangat, materi sangat, uji, latih, serta",netral,0,bermakna,0
"Makasih buat bapak Herman yg telah memberi kami ilmu yg selama ini kami kurang tau dan paham dan juga karna dari kegiatan ini saya banyak belajar tentang word, excel, dan power point .",terima kasih herman ilmu kurang paham giat ajar word excel power point,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",positif,1,bermakna,2
penyampaian materi mungkin jangan terlalu cepat,sampai materi cepat,1,"materi, lebih, baik, lebih baik, ajar, depan, cepat, depan lebih, sampai, sampai materi",netral,0,bermakna,0
"Dalam pelatihan, pengajar sangat sabar dalam menjelaskan isi materi begitupun dalam mempretek kan secara langsung",latih ajar sangat sabar isi materi mempretek langsung,3,"sangat, sangat baik, baik, ajar, materi, ajar sangat, materi sangat, uji, latih, serta",positif,2,bermakna,1
saya ucapkan banyak terimakasih kepada pemateri kakak Khaidir Mubarak yang telah memberikan ilmu yang sangat bermanfaat pada kelas Junior Design Grapich ini. dalam pembuatan design kedepannya saya akan mengaplikasikan ilmu ilmu yang telah saya peroleh.,ucap materi kakak khaidir mubarak ilmu sangat manfaat kelas junior design grapich buat design depan aplikasi ilmu ilmu oleh,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",positif,1,bermakna,2
"baiknya benar benar dilatih menggunakan software design yg digunakan peserta, dan perbanyak praktek menggunakan software tersebut",baik latih software design serta banyak praktek software,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",positif,1,bermakna,0
"Semoga pengajarnya bisa lebih berkembang lagi kedepannya buat calon"" yang akan dilatih di batch selanjutnya",ajar lebih kembang depan calon latih batch,1,"materi, lebih, baik, lebih baik, ajar, depan, cepat, depan lebih, sampai, sampai materi",positif,2,bermakna,1
Semoga ada kelas pelatihan JGD lagi,kelas latih jgd,4,"latih, fasilitas, ruang, fasilitas latih, ruang fasilitas, wifi, sedia, lebih, sangat, nyaman",negatif,-1,bermakna,0
materinya mudah pahami,materi mudah paham,8,"mudah, mudah paham, paham, materi, materi mudah, ajar, sangat, ajar mudah, mudah erti, erti",netral,0,bermakna,0
Kesesuaian jam pengaran,sesuai jam pengar,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",netral,0,bermakna,0
baiknya prakteknya lebih diperdalam lagi saat diruang kelas,baik praktek lebih dalam ruang kelas,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",netral,0,bermakna,0
Cara menjelaskan cepat dipahami,cepat paham,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",netral,0,bermakna,0
"Ramah, sangat membantu dalam proses pengajaran pelatihan, memberikan materi yang mudah di pahami",ramah sangat bantu proses ajar latih materi mudah paham,8,"mudah, mudah paham, paham, materi, materi mudah, ajar, sangat, ajar mudah, mudah erti, erti",positif,1,bermakna,1
"Komunikasi yang sangat baik, pengajaran yang sangat baik dan santai sehingga waktu pelatihan tidak terlalu menegangkan dan mudah di pahami, pengajar yang sangat ramah. Trimakasih untuk Ilmu nya 🙏🏻",komunikasi sangat baik ajar sangat baik santai latih tidak tegang mudah paham ajar sangat ramah trimakasih ilmu,3,"sangat, sangat baik, baik, ajar, materi, ajar sangat, materi sangat, uji, latih, serta",positif,3,bermakna,1
Tolong kecepatan dalam mengajar nya di kurangi sedikit karena tidak semua peserta langsung tanggap secepat peserta yang lain. Terima kasih,cepat ajar kurang tidak serta langsung tanggap cepat serta,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",positif,2,bermakna,3
Terkait pengajar cara mengajarnya sudah optimal sehingga memudahkan saya dlam memahami materi.,kait ajar ajar optimal mudah dlam paham materi,1,"materi, lebih, baik, lebih baik, ajar, depan, cepat, depan lebih, sampai, sampai materi",positif,1,bermakna,1
"Terkait durasi mungkin harus lebih lama lagi, tiga hari rasanya kurang cukup.",kait durasi lebih kurang,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",positif,1,bermakna,1
Nga ada kritik penjelasannya mudah di pahami☺️,nga jelas mudah paham,8,"mudah, mudah paham, paham, materi, materi mudah, ajar, sangat, ajar mudah, mudah erti, erti",netral,0,bermakna,0
"Sudah sangat baik pemberian pengajaran, mungkin pemberian materinya bisa ditambahkan dengan media seperti video",sangat baik beri ajar beri materi media video,3,"sangat, sangat baik, baik, ajar, materi, ajar sangat, materi sangat, uji, latih, serta",netral,0,bermakna,0
Kompleksitas materi,kompleksitas materi,1,"materi, lebih, baik, lebih baik, ajar, depan, cepat, depan lebih, sampai, sampai materi",negatif,-1,bermakna,0
"Terimakasih atas ilmu pengetahuannya dan materinya yang sangat bermanfaat bagi mahasiswa, semoga kedepannya dapat bertemu lagi dalam pelatihan selanjutnya",ilmu tahu materi sangat manfaat mahasiswa depan temu latih,3,"sangat, sangat baik, baik, ajar, materi, ajar sangat, materi sangat, uji, latih, serta",positif,3,bermakna,1
Lebih interaktif,lebih interaktif,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",positif,1,bermakna,0
Waktu pelatihan terlalu singkat,latih singkat,4,"latih, fasilitas, ruang, fasilitas latih, ruang fasilitas, wifi, sedia, lebih, sangat, nyaman",negatif,-1,bermakna,0
Materi yang di berikan kepada kami sangat bermanfaat bagi kami Thank You,materi sangat manfaat thank you,3,"sangat, sangat baik, baik, ajar, materi, ajar sangat, materi sangat, uji, latih, serta",positif,2,bermakna,0
Menurut saya pengajar memberikan materi sangat baik dan mudah dipahami,ajar materi sangat baik mudah paham,8,"mudah, mudah paham, paham, materi, materi mudah, ajar, sangat, ajar mudah, mudah erti, erti",netral,0,bermakna,0
Diharapkan lebih rama,harap lebih rama,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",positif,2,bermakna,0
"Kritik:
 1. Kecepatan Penyampaian: Pengajar terlalu cepat dalam menyampaikan materi sehingga sulit untuk mengikuti dengan baik.
 2. Kesulitan Memahami: Beberapa peserta mungkin kesulitan untuk menangkap informasi dengan baik karena kecepatan penyampaian yang tinggi.
 
 Saran:
 1. Penyesuaian Kecepatan: Mohon agar pengajar untuk memperlambat kecepatan penyampaian agar semua peserta dapat memahami dengan lebih baik.",cepat sampai ajar cepat materi sulit ikut baik sulit paham serta sulit tangkap informasi baik cepat sampai sesuai cepat ajar lambat cepat sampai serta paham lebih baik,1,"materi, lebih, baik, lebih baik, ajar, depan, cepat, depan lebih, sampai, sampai materi",positif,3,bermakna,3
Pengajar memberikan materi sangat baik.dan bisa di pahami pada saat menyampaikan materinya,ajar materi sangat baikdan paham materi,3,"sangat, sangat baik, baik, ajar, materi, ajar sangat, materi sangat, uji, latih, serta",netral,0,bermakna,1
Cara jelasin materinya jangan terlalu cepat hehe tapi semuanya sudah oke sih top markotop,jelasin materi cepat he top markotop,1,"materi, lebih, baik, lebih baik, ajar, depan, cepat, depan lebih, sampai, sampai materi",positif,1,bermakna,1
sebaiknya jika menjelaskan diperlambat karena saat praktek biasa peserta tertinggal.,lambat praktek serta tinggal,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",positif,2,bermakna,1
Pengajar memberikan materi sangat baik. Dan juga bisa di pahami pada saat menjelaskan materinya. Dan juga bisa lolos uji kompeten,ajar materi sangat baik paham materi lolos uji kompeten,3,"sangat, sangat baik, baik, ajar, materi, ajar sangat, materi sangat, uji, latih, serta",netral,0,bermakna,0
"Kritik: Jika ada mahasiswa yang tidak memerhatikan, tidak masalah untuk sedikit menegurnya.
 
 Saran: Semoga bapak bisa lebih sabar dalam mengajar.",mahasiswa tidak perhati tidak tegur lebih sabar ajar,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",netral,0,bermakna,3
materi yang bapak sampaikan sedikit mudah untuk di pahami,materi mudah paham,8,"mudah, mudah paham, paham, materi, materi mudah, ajar, sangat, ajar mudah, mudah erti, erti",netral,0,bermakna,0
Sangat mudah dipahami. Penyampaian dan pembawaan materi sangat menarik.,sangat mudah paham sampai bawa materi sangat tarik,8,"mudah, mudah paham, paham, materi, materi mudah, ajar, sangat, ajar mudah, mudah erti, erti",positif,1,bermakna,1
"Susah"" gampang",susah gampang,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",negatif,-1,bermakna,0
Menyenangkan dan gampang dipahami.,senang gampang paham,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",netral,0,bermakna,0
"Semoga pengajar saya tetap sehat, panjang umur, dan rezekinya dilimpahkan",ajar sehat umur rezeki limpah,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",positif,2,bermakna,0
Penjelasan terlalu cepat,jelas cepat,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",netral,0,bermakna,0
Sebaiknya ada games atau kuis agar tidak terlalu bosan,games kuis tidak bosan,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",negatif,-1,bermakna,1
👍,,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",netral,0,tidak bermakna,0
👍,,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",netral,0,tidak bermakna,0
Penjelasan yang mudah dipahami,jelas mudah paham,8,"mudah, mudah paham, paham, materi, materi mudah, ajar, sangat, ajar mudah, mudah erti, erti",netral,0,bermakna,0
Lebih pelan dalam menjelaskan materi,lebih pelan materi,1,"materi, lebih, baik, lebih baik, ajar, depan, cepat, depan lebih, sampai, sampai materi",positif,1,bermakna,0
Tambah materi yg lebih komplek,materi lebih komplek,1,"materi, lebih, baik, lebih baik, ajar, depan, cepat, depan lebih, sampai, sampai materi",positif,1,bermakna,0
dapat cepat memahami materi yang di ajarkan,cepat paham materi ajar,1,"materi, lebih, baik, lebih baik, ajar, depan, cepat, depan lebih, sampai, sampai materi",netral,0,bermakna,0
"Udh bgus bnget kok. Cuma waktu nya aja yg kuran, klo bisa ditambah waktu untuk menambah materi misal 3 hri untuk excel, 3 hri untuk word",bgus bnget kur tambah tambah materi hri excel hri word,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",positif,2,bermakna,5
mudah di pahami ketika menjelaskan,mudah paham,8,"mudah, mudah paham, paham, materi, materi mudah, ajar, sangat, ajar mudah, mudah erti, erti",netral,0,bermakna,0
"Metode mengajar sebaiknya dilakukan bervariasi, dan mohon diperhatikan semua peserta mengenai tingkat pemahaman materi",metode ajar variasi perhati serta tingkat paham materi,1,"materi, lebih, baik, lebih baik, ajar, depan, cepat, depan lebih, sampai, sampai materi",positif,1,bermakna,1
tidak ada karena dalam penyampaian dll semuanya bagus dan jelas hanya kedisiplinan yg kurang biasa kita ngaret,tidak sampai dan lain bagus disiplin kurang lambat,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",negatif,-1,bermakna,3
bgus dan mnyenangkan,bgus mnyenangkan,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",netral,0,bermakna,0
Materi sangat bermanfaat diharapkan bisa memberikan ilmu lagi di lain waktu,materi sangat manfaat harap ilmu,3,"sangat, sangat baik, baik, ajar, materi, ajar sangat, materi sangat, uji, latih, serta",positif,2,bermakna,0
Semoga kedepannya bisa lebih baik dalam memberikan teori maupun praktik,depan lebih baik teori praktik,1,"materi, lebih, baik, lebih baik, ajar, depan, cepat, depan lebih, sampai, sampai materi",positif,1,bermakna,0
Sudah baik dan namun masih bisa ditingkatkan lagi,baik,1,"materi, lebih, baik, lebih baik, ajar, depan, cepat, depan lebih, sampai, sampai materi",netral,0,tidak bermakna,0
Suara kurang jelas,suara kurang,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",negatif,-1,bermakna,1
"untuk pemateri, mungkin bisa lebih pelan dalam menjelaskan materi",materi lebih pelan materi,1,"materi, lebih, baik, lebih baik, ajar, depan, cepat, depan lebih, sampai, sampai materi",positif,1,bermakna,0
Tambah kan materinya,materi,1,"materi, lebih, baik, lebih baik, ajar, depan, cepat, depan lebih, sampai, sampai materi",netral,0,tidak bermakna,0
sebaiknya kami difasilitasi agar kami dapat belajar terus mengenai operator komputer madya walaupun pelatihannya telah selesai,fasilitas ajar operator komputer madya latih selesai,4,"latih, fasilitas, ruang, fasilitas latih, ruang fasilitas, wifi, sedia, lebih, sangat, nyaman",netral,0,bermakna,1
Cara menyampaikan materi jelas dan mudah dipahami,materi mudah paham,8,"mudah, mudah paham, paham, materi, materi mudah, ajar, sangat, ajar mudah, mudah erti, erti",netral,0,bermakna,0
Suaranya kurang keras,suara kurang keras,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",negatif,-1,bermakna,1
Terlalalu cepat dlm menjelaskan,terlalalu cepat,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",netral,0,bermakna,0
Metode penyampaian materinya bisa di pahami,metode sampai materi paham,1,"materi, lebih, baik, lebih baik, ajar, depan, cepat, depan lebih, sampai, sampai materi",negatif,-1,bermakna,0
Mohon di cek kesediaan dan kesiapan peserta sebelum memulai pengujian,cek sedia kesiap serta uji,2,"uji, kompetensi, uji kompetensi, baik, serta, assessor, sangat, uji sangat, sesuai, asesor",positif,2,bermakna,0
suaranya kurang besar,suara kurang,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",negatif,-1,bermakna,1
"saran saya, kalau bisa kakak pemateri menjelaskan jangan cepat,karna peserta yang duduk di belakang tidak begitu cepat menangkap materi dari kakak,tapi selebihnya kakak pemateri HEBATT",kakak materi cepatkarna serta duduk tidak cepat tangkap materi kakaktapi lebih kakak materi hebatt,1,"materi, lebih, baik, lebih baik, ajar, depan, cepat, depan lebih, sampai, sampai materi",netral,0,bermakna,2
"dalam ujikom nya ada soal yang tidak kami pelajari pas pelatihan sehingga pas ujikom kami tidak paham, mungkin pengajar lupa mengajarkannya kepada kami tapi diluar daripada itu, semuanyaa best",ujikom tidak ajar pas latih pas ujikom tidak paham ajar lupa ajar luar semuanyaa best,7,"kurang, tidak, ruang, tahan, lebih, jaring, tingkat, cepat, nasi, sedia",netral,0,bermakna,3
- Penyampaian materi nya terlalu cepat.,sampai materi cepat,1,"materi, lebih, baik, lebih baik, ajar, depan, cepat, depan lebih, sampai, sampai materi",netral,0,bermakna,0
Dalam uji kompetensi terdapat beberapa soal yang materinya belum diajarkan,uji kompetensi materi ajar,2,"uji, kompetensi, uji kompetensi, baik, serta, assessor, sangat, uji sangat, sesuai, asesor",positif,2,bermakna,0
"untuk pengajar ketika menyampaikan materi baiknya menyampaikan dengan pelan""",ajar materi baik pelan,1,"materi, lebih, baik, lebih baik, ajar, depan, cepat, depan lebih, sampai, sampai materi",netral,0,bermakna,0
Pembelajaran yang diberikan sangat bermanfaat namun cara penjelasan penyampaiannya sangat cepat,ajar sangat manfaat jelas sampai sangat cepat,3,"sangat, sangat baik, baik, ajar, materi, ajar sangat, materi sangat, uji, latih, serta",positif,1,bermakna,1
Fasilitas model book,fasilitas model book,4,"latih, fasilitas, ruang, fasilitas latih, ruang fasilitas, wifi, sedia, lebih, sangat, nyaman",positif,1,bermakna,0
"Pengajar sangat baik, ramah dan seru. Terkait kesesuaian materi pelatihan dengan materi uji kompetensi saling berhubungan tapi agak shock dengan ujikom nya. Tapi Alhamdulillah bisa selesai tepat waktu🙏🏻",ajar sangat baik ramah seru kait sesuai materi latih materi uji kompetensi hubung shock ujikom alhamdulillah selesai,3,"sangat, sangat baik, baik, ajar, materi, ajar sangat, materi sangat, uji, latih, serta",positif,5,bermakna,1
