komentar bermakna,klaster,sentimen,makna
"Bersikap selayaknya penguji, namun juga perhatian kepada peserta didiknya",2,positif,bermakna
"materi yang di uji sesuai dengan materi pelatihan, penguji juga menjelaskan metode dan tata cara dengan baik, serta sangat komunikatif",2,positif,bermakna
Asesor rekomnded,7,netral,bermakna
Assessor menguji dengan baik,2,positif,bermakna
Baik dan murah senyum,7,netral,bermakna
Assessornya sangat baik dan sangat lembut,3,netral,bermakna
Lebih di mantapkan lagi,7,positif,bermakna
sangat baik dan juga sangat sabar dalam menjalankan pekerjaan sebagai penguji.,3,positif,bermakna
Mungkin kurang galak,7,negatif,bermakna
Penguji sudah sangat baik dan menguji sesuai dengan kompetensi yang perlu dicapai,2,positif,bermakna
Menilai dan menjelaskannya mudah!,7,positif,bermakna
"Tidak ada, pertahankan",7,negatif,bermakna
Assessornya samgat baik dan ramah jadi kita tidak canggung untuk berkomunikasi,7,negatif,bermakna
Diarahkan dan dibimbing dengan baik saat mengerjakan soal,7,netral,bermakna
Penguji berkomunikasi dengan sangat baik dan menggunakan bahasa yang mudah dimengerti. Materi yang diujikan juga sesuai dan saya bisa melakukan uji kompetensi dengan nyaman.,2,positif,bermakna
tidak tegang dan menyenangkan,7,netral,bermakna
Assessor memberikan pengujian serta arahan dengan sangat baik,3,positif,bermakna
"Asesornya juga baik banget, saya jadi tidak tegang ujian.",2,positif,bermakna
Asesor menjalankan tugasnya dengan baik,7,negatif,bermakna
Asessor sangat teliti dan juga tetap membimbing,7,netral,bermakna
pengujinya baik mencairkan suasana agar tdk dumbaks,2,netral,bermakna
Pengujinya sangat fun dan enjoyyy dalam menguji jadi kita tidak tegang hehe.,2,positif,bermakna
Ada 2 asesor masuk dalam kelas tapi ada 1 aksesori yang lumayan nyebelin,7,negatif,bermakna
Asesor sudah sudah melakukan pengujian sesuai dengan kompetensi yang diajarkan di kelas.,2,positif,bermakna
"Assessor melaksanakan uji kompetensi dengan baik, materi uji kompetensi yang diberikan sesuai dengan pelatihan, assessor juga menguji pemahaman dengan menanyakan bagaimana cara konfigurasi dan subnetting dari tugas uji kompetensi yang diberikan.",2,positif,bermakna
"untuk penguji sudah baik, pengujianya sudah sesaui dengan materi yang telah di ajarkan dan telah sesuai dengan unit kompotensi yang harus di capai oleh peserta pelatihan",2,positif,bermakna
Assessor kurang bertanya mengenai projek yang dibuat,7,negatif,bermakna
Hadir dan mulai tepat waktu atau tidak terlalu molor dari waktu yang di tetapkan,7,netral,bermakna
Ujian yang diberikan assessor sangat relevan dengan yang sudah di pelajari sebelumnya,2,positif,bermakna
"Assesor yang ditugaskan di JNA kelas Absangat baik, dan memperhatikan para peserta sehingga ketika ada yang kewalahan Assesor sigap membantu. Selain itu, toleransi waktu yang diberikan sangat memuaskan sehingga teman-teman yang agak kewalahan dalam menyelesaikan ujian memiliki motifasi untuk menyelesaikan ujian yang diberikan.",2,positif,bermakna
"assesornua lucu dan tidak membuat situasi yg tegang, pertahankan",7,netral,bermakna
Semoga kedepannya lebih baik lagi,1,positif,bermakna
Pelaksanaan uji kompetensi lancar dan materi yang ujikan sesuai dengan matei pelatihan,2,positif,bermakna
Asesor memiliki metode yang berbeda dalam menguji namun syaa rasa kemampuan menilai yang dimiliki sudh sangat baik,2,positif,bermakna
"Makasih loh pak dah panggil ku ibu ustadzah di kelas. Ku aamiin kan yah pak Doanya. Makasih pak udah bikin ruang ujian nggak tegang dengan lawakan2 nya, jadi bisa lebih enjoy ujiannya. Makasih banyak2 yah pak🙏🙏🙏",7,positif,bermakna
mengenai assessor(penguji) dalam hal pengujian kepada para peserta pelatihan sangat baik dan ramah,3,positif,bermakna
Sebaiknya lebih ontime,7,positif,bermakna
Penguji sangat teliti dalam menguji dan metode pengujian yg baik,2,positif,bermakna
sudah cukup baik mohon di pertahankan,1,netral,bermakna
Penguji bisa lebih profesional dalam menanyakan topik uji agar tidak terkesan mengintervensi peserta assessment.,2,positif,bermakna
semoga diberikan kemudahan dalam segala urusan serta diberikan rezeki yang berkah dan melimpah🤲🏻,7,positif,bermakna
"Kepada penguji bagi saya itu sudah bagus dan membanganggakan. Saya hanya mengkritik kepada assesmen yg dtng memberitahu segala aspek yg diperlukan untuk mengikuti ujian. Saya mengkritik karena dari awal msk pembawaannya sdh datar seperti tdk niat masuk untuk memberitahu info terkait apa² persiapan ketika mengikuti ujikom. Dri informasi penyampaiannya itu sangat cepat dan terburu². Sehingga kesannya tdk memuaskan bagi saya sendiri. Saran, semoga kedepannya, assesmen yg masuk disetiap kelas itu dimulai dri 3S, sehingga org lain jg ikut dgn pembawaan dri assesmen itu sendiri.",7,negatif,bermakna
Lebih interaktif lagi dalam membantu menyelesaikan masalah yang di hadapi,7,positif,bermakna
Assesor dapat bisa lebih interaktif dengan peserta,7,positif,bermakna
Professional dan terampil,7,netral,bermakna
"Luar biasa, Menguji sambil di beri masukan sampai paham terimakasih",2,positif,bermakna
Akan lebih baik jika tidak berdiskusi hal diluar assesmen,1,netral,bermakna
"Sudah sangat baik, semoga di pelatihan berikutnya tetap bisa menjadi assessor",3,netral,bermakna
"Sangat baik dalam mendisiplinkan peserta tapi mungkin sarannya jangan hanya satu orang saja yang maju untuk test mungkin mminimal 2 atau maksimal karna agaka memakan waktu yang banyak untuk menunggu peserta lain selesai, hanya saran, soalnya kami rata rata hampir semua belum tidur pada h-1 pelaksanaan test untuk mempersiapkan ujiannya jdi pas selesai ujian test kamiharus menunggu lagi semua peserta selesai itu sangat memakan waktu :') maaf sebelumnya pakk hanya sarann, terima kasihh.",2,positif,bermakna
"Penguji biasanya terlalu lama dalam menguji,sehingga berlarut-larut",2,positif,bermakna
Asesor memberikan test sesuai pengetahuan,7,positif,bermakna
"Terima Kasih pak sudah memberikan pengertian atas kemampuan saya menjawab Ujian dari bapak Alhamdulillah hasilnya dari kemampuan saya,saya bersyukur mendapatkan itu semoga kedepannya bisa saya perluas lagi",2,positif,bermakna
"assessor telah menjalankan tugasnya dengan baik, memberikan pertanyaan yang baik dalam menguji kami sebagai asesi",2,netral,bermakna
Pertahankan cara mengujinya,2,positif,bermakna
awalnya takut ehh pas mulai diuji jadi santai karena assessor nya friendlyy🤭,2,positif,bermakna
Terima kasih banyak kepada asesor telah melakukan pengujian kepada kami.,2,positif,bermakna
"Penilaian bukan hanya dari skill, tetapi juga pemahaman materi",1,positif,bermakna
Alhamdulillah profesional dn lembut,7,positif,bermakna
seruu assessornya,7,netral,bermakna
Pertahankan dan tingkatkan,7,positif,bermakna
Penguji sangat komunikatif dan memberikan evaluasi yang mudah dipahami,8,positif,bermakna
"Penguji ramah, bahkan mengajarkan beberapa ilmu baru untuk penerapan nya di desain",2,positif,bermakna
"Tidak ada kritik bagi Assesor karena sangat ramah dalam menguji jadi kita yang di uji, bisa rileks dan santai dalam menjawab dan mengerjakan apa yang di perintahkan si penguji.",2,positif,bermakna
"asesornya sudah baik, tapi mungkin pelaksanaan uji kompetensi bisa dibuat lebih totalitas lagi. karna kesan ke ujikom kemarin lebih ke konsultasi, ujian biasa dan tidak berkesan sertifikasi.",2,positif,bermakna
"Tugas yang di berikan samgat mudah difahami , dan banyak masukan-masukan yang sangat penting untuk peserta",3,netral,bermakna
Assesornya baik dan ramah kepada kami yang masih kurang dalam membuat web,7,negatif,bermakna
Agak telat memberikan informasi,7,positif,bermakna
Proses pengujiannya mungkin bisa di percepat lagi,2,positif,bermakna
"Terima kasih atas penyampaian dedikasi kepada assesor yang mana merupakan menambah ilmu serta skill, mudah-mudahan ini berguna untuk masa depan",7,positif,bermakna
Semoga kedepannya jauh lebih baik,1,positif,bermakna
"Pengujinya sabar,dan seru",2,positif,bermakna
Asesor Baik-Baik,7,netral,bermakna
assessor nya baik-baik dan pada saat di uji ketika ada salah diberitahukan dimana yang salah dan bisa direvisi kembali,2,negatif,bermakna
"Sebaiknya setelah ujian kompetensi, peserta diberitahu apakah peserta lulus kompetensi atau belum kompetensi",2,positif,bermakna
Pengujian dilakukan sesuai dengan apa yang telah dipelajari,2,positif,bermakna
Sangat profesional dan objektif dalam memberikan penilaian,7,positif,bermakna
"Assesornya baik, karena menanyakan tentang pengalaman dan kebutuhan kita di dalam desain grafis dan gunanya untuk kedepannya supaya sesuai kemauan client",7,positif,bermakna
Assesor sangat baik sehingga saat pengujian suasana jadi tidak tegang dan tidak gugup,3,netral,bermakna
"Penguji sudah bagus, saran nya pertanyannya dalam pengujian lebih bagus lagi",2,positif,bermakna
Assesor sudah melakukan tugasnya dengan baik dan ketat terlalu berkarisma untuk di kritik wkwkw,7,negatif,bermakna
Alhamdulillah profesional dalam menguji dan mengarahkan,2,positif,bermakna
Assessor baik dalam menguji. Memberi semangat dan mengapresiasi,2,positif,bermakna
"Cara menguji dari assessor seru, ada bercanda ada juga waktu serius",2,negatif,bermakna
"Sama dengan pengajar, assessor juga sangat interaktif ke peseeta, yang notabenenya proses pengujian biasanya tegang atau serius, assessor membuat proses pengujian berasa seperti bukan pengujian",2,positif,bermakna
"Sebagai bahan evaluasi untuk batch berikutnya alangkah baiknya menyampaikan informasi mengenai tugas yang akan dikerjakan dengan lebih detail lagi, seperti batas waktu dan lainya.",7,negatif,bermakna
Menurut saya sudah sangat baik karena apa yang di ujikan sesuai dengan apa unit kompetensi yang di sampaikan,2,positif,bermakna
Menurut saya sudah sangat sempurna yang di ujikan juga sangat menantang pertanyaannya,3,netral,bermakna
assessor sangat memahami apa yang diujikan,2,positif,bermakna
Untuk penguji menurut saya sudah bagu,2,positif,bermakna
Mungkin kedepan harus lebih bersemangat dlm menguji,2,positif,bermakna
Yang diujikan sedikit berbeda dengan yang diajarkan oleh pengajar,2,netral,bermakna
Lebih ditingkatkan lagi kemampuan komunikasi dengan peserta,7,positif,bermakna
"Asesor baik, mampu menjelaskan berkaitan dengan projek ujikom",7,positif,bermakna
"Penguji menyampaikan informasi terkait baik tugas dan pertanyaan yang akan diuji sangat baik dan ramah, tidak memberikan kesulitan pada peserta disaat peserta belum menyelesaikan suatu tugas, jadi sarannya tetap memberikan kesempatan serta ramah dalam berkomunikasi.",2,positif,bermakna
Tetap mempertahankan assesor(penguji) di pelatihan,4,netral,bermakna
"Suka sama assesor nya, assesor nya baik sehat selalu ibu",7,netral,bermakna
menurut saya penguji telah menunjukkan keahlian dan profesionalisme yang luar biasa dalam proses penilaian terimakasih,2,positif,bermakna
Mungkin dari segi ketepatan waktu assesor masuk keruangan.,7,negatif,bermakna
"Untuk semua assessor agar volume suaranya ditingkatkan, karena setiap assessor menjelaskan kami tidak langsung mengerti, jadi assessor menjelaskannya berkali2.",7,netral,bermakna
"Assesor saya saingan friendly jadi saya lumanyan suka dengan cara dia yang menarik kami agar tidak tegang. Buat assesornya makasih ya pak heheh, walaupun dia hanya menyuruh untuk menambahkan sesuatu yang menurut dia ada yang kurang dan harus di tambahi.",7,positif,bermakna
Lebih sering membantu jika ada kendala,7,positif,bermakna
Baik tetapi masih ada yang perlu dibenahi dari cara menguji,2,positif,bermakna
assessor melakukan pengujian berdasarkan materi yang telah diajarkan,2,positif,bermakna
Assesor ny sangat baik saran tetap baik namun tegas,3,netral,bermakna
Penguji sangat kooperatif dan kolaboratif 🔥,2,positif,bermakna
Assesor (penguji) yang ramah dan penyampaian informasi yang mudah dimengerti,2,positif,bermakna
Assessor nya baik dan kompeten dalam menguji,2,positif,bermakna
Meriahkan kelas,7,netral,bermakna
Assessornya sangat profesional dalam menjalankan tugasnya,7,negatif,bermakna
Asessor andalang,7,netral,bermakna
untuk assessor sangat baik dan cara mengujinya pun sangat baik,3,positif,bermakna
Lebih teliti dan perketat pengujian setiap peserta,2,positif,bermakna
"Asesor yang baik,ramah dan asik banget jadi gak tegang di ujinya",2,positif,bermakna
Asessornya wort it hehe,7,netral,bermakna
Meskipun agak menegangkan Assesorny dapat mencairkan suasana,7,positif,bermakna
Penguji sangat baik dan materi pengujiannya sudah sesuai dengan yang telah dipelajari,2,positif,bermakna
Komunikasi yang terlalu cepat,7,netral,bermakna
Sudah oke tapi ruangannya agak sempit jadi kasihan assesor nya selalu jalan kadang kadang kebelakang kadang kadang kedepan,7,positif,bermakna
Soal yang di berikan sudah sesuai dengan pelatihan yang dilakukan selama 3 hari,4,positif,bermakna
Untuk assesor saya tdk punya kritikan ataupun saran karna menurut saya sudah sangat baik,3,negatif,bermakna
penguji sudah sangat baik dalam melaksanakan tugas dalam menguji tingkat kemampuan peserta,2,positif,bermakna
Semoga dalam kesempatan ini kami bisa kembali mengetahui pengetahuan tentang digital,7,netral,bermakna
Terkadang ada pengujian yang belum disampaikan oleh pengajar,2,positif,bermakna
Asessornya baik ramah dan sedikit ngeri²,7,negatif,bermakna
"baiknya memberi beberapa pertanyaan untuk dijawab seperti asesor lain, agar tidak kehabisan waktu satu dipertanyaan asesor, karena psti akan ad pertanyaan baru setelah pertanyaan sebelumnya sudah dijawab peserta",7,netral,bermakna
Asesornya menyenangkan wkwkwk,7,positif,bermakna
Untuk asesor jangan telalu membuat peserta tertekan buat peserta lebih enjoy biar tidak terlalu tegang,7,positif,bermakna
Sangat terburu buru,7,netral,bermakna
"Assessor baik dalam pengujian, ramah, serta memotivasi kami sebagai peserta",2,positif,bermakna
"Untuk assesor sudah sangat bagus, tapi pemateri sebelumnya yang sangat kurang, karna apa yang diajarkan lain yang diujikan, dan pemateri lebih banyak teorinya dan praktik sangat kurang padahal yang diujikan adalah praktiknya.",3,positif,bermakna
Sebaiknya menyesuaikan kemampuan yang dimiliki peserta,7,positif,bermakna
"Kritik : waktu pengujian yang singkat setiap orang, sehingga semua apa yang diketahui tidak terlihat semua
 Saran : saya lebih mahir desain logo huruf yang di kombinasikan dari pada membuat objek gambar, kalau bisa ada arahan agar saya bisa mahir juga di pembuatan logo membuat pola dan lainnya",7,positif,bermakna
Sesuai dengan materi yang kami dapat,1,positif,bermakna
"Dalam melakukan pengawasan ujian bagusnya setiap peserta tidak di perbolehkan membuka media sosial selama mengerjakan soal seperti WhatsApp karena peserta akan meminta jawaban atau kisi"" terkait ujian kepada peserta yang telah selesai.",2,positif,bermakna
Disiplin dalam melakukan uji kompetensi,2,positif,bermakna
Semua assesor seru,7,netral,bermakna
"Assesor yang menguji sangat ramah orangnya, juga baik, dan kadang mengajak bercanda untuk mencairkan suasana kelas",2,positif,bermakna
It's been really amazing.👍,7,netral,bermakna
"Sangat baik banget Assessor nya, saya kira bakal tegang banget di dalam ruang ternyata sesantai itu",3,netral,bermakna
Saran agar waktu pengujian lebih efisien lagi,2,positif,bermakna
"materi di OKM mempelajari hanya Count sedangkan soal yang dikasihkan adalah countif, dan kami belum diajar",1,netral,bermakna
Diberikan kesempatan peserta & berikan peserta untuk mudah menyelesaikan uji kompetensi,2,positif,bermakna
"Keren, semoga bisa lebih baik lagi",1,positif,bermakna
"Bagus, tapi sebaiknya di ajar jika gak kami udah gak tau😵‍💫🤓",7,negatif,bermakna
sangat kompoten dan sangat memberi semangat untuk belajar bagi kita semua,3,netral,bermakna
"Sudah sangat baik, saran saya assesornya saja yang jadi pemateri",3,netral,bermakna
Belum ada. Semuanya menguasai materi dan praktik,1,positif,bermakna
Baik dalam memberikan instruksi dalam ujikom tersebut dari awal hingga akhir pengumpulan,7,negatif,bermakna
Makasih,7,positif,bermakna
Asesor sangat baik dan ramah sangat jelas ketika menjelaskan,3,netral,bermakna
Semoga kedepannya lebih baik lagi,1,positif,bermakna
Semoga bisa lebih baik dari sebelumnya,1,positif,bermakna
"Baik, sangat membantudalam pelaksanaan uji kompeten",2,positif,bermakna
Assesor untuk kelas JNA (A) juga sangat baik dalam memberikan pengujian,3,netral,bermakna
Buat saya penguji nya tidak memberikan ketegangan saat uji kompetensi sehingga saat pengujian jadi lancar,2,positif,bermakna
"Pengujinya disiplin, objektif, dan komunikasinya lancar, penjelasannya mudah dipahami.",8,positif,bermakna
